1788228310676 268 142 22384
1788228311195 308 169 22208
1788228311714 353 193 21720
1788228312232 399 218 22308
1788228312749 446 241 21660
1788228313265 488 262 22172
1788228313785 526 286 21684
1788228314308 575 307 22120
1788228314830 618 334 21924
1788228315350 663 360 22120
1788228315875 701 384 22112
1788228316400 742 409 21884
1788228316918 785 437 21956
1788228317434 826 464 21676
1788228317952 873 488 21956
1788228318472 921 514 21716
