1788231761852 289 171 105808
1788231762404 293 175 105808
1788231762936 351 202 105128
1788231763497 403 240 105128
1788231764077 452 271 107412
1788231764652 507 301 97256
1788231765200 568 335 96232
1788231765752 622 375 96360
1788231766311 679 407 111592
1788231766889 728 441 107272
1788231767461 799 482 97832
1788231768025 845 513 97832
1788231768623 905 557 95768
1788231769197 946 595 98200
1788231769790 1007 649 98328
1788231770369 1051 675 99592
