1788232059274 253 136 23220
1788232059788 292 159 23032
1788232060317 337 179 22836
1788232060850 377 208 23012
1788232061376 420 233 22812
1788232061899 456 254 22788
1788232062442 496 280 23184
1788232062967 540 308 23204
1788232063485 587 331 23060
1788232064005 632 355 23048
1788232064528 672 380 23172
1788232065047 722 403 23112
1788232065570 772 424 22816
1788232066089 819 450 23156
1788232066608 862 478 23600
1788232067127 905 506 23692
